question_id,module_id,module_label,topic_id,topic_label,concept_tag,difficulty,format,question_text,choices,correct_choice_id,correct_answer,accepted_answers,hint,explanation,source_basis,review_status,generated_by,question_family,answer_type,grading_rule,hint_1,hint_2,hint_3,concept_explanation,solution_explanation,misconception_notes,visual_id,visual_ids,visual_template_id,visual_params,visual_position,visual_required,tutor_visual_ids,generation_method,evidence_used,safe_for_demo,created_at,reviewed_status
module_2_contextual_review_001,module_2,"Module 2: Relationships, Association, and Regression",relationships_regression,Relationships and Regression,causation_lurking,core,multiple_choice,Students with more tutoring hours have higher grades. What caution is needed?,"[{""id"": ""a"", ""text"": ""Regression is impossible""}, {""id"": ""b"", ""text"": ""Association does not prove tutoring caused the grades""}, {""id"": ""c"", ""text"": ""The correlation must be zero""}, {""id"": ""d"", ""text"": ""Tutoring hours are categorical""}]",b,Association does not prove tutoring caused the grades,,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","For relationships between variables, describe direction, form, and strength, but do not jump from association to causation. A lurking variable may explain an apparent relationship. In this item, **Association does not prove tutoring caused the grades** is the best choice because it matches what the question is asking you to identify.","BPS6 Chs. 4-5: scatterplots, correlation, least-squares regression, residuals, influential observations, association vs causation",audited,chatgpt_template_audit,contextual_review,multiple_choice,exact_choice,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","Ask what object is being described: a variable, a distribution, a sample, a population parameter, or an inference method.",,"For relationships between variables, describe direction, form, and strength, but do not jump from association to causation. A lurking variable may explain an apparent relationship.","For relationships between variables, describe direction, form, and strength, but do not jump from association to causation. A lurking variable may explain an apparent relationship. In this item, **Association does not prove tutoring caused the grades** is the best choice because it matches what the question is asking you to identify.","Common mistakes include matching on a familiar word instead of checking the variable type, study design, distribution, or inference goal in context.",,,,{},above,False,,audited_template_expansion,"BPS6 Chs. 4-5: scatterplots, correlation, least-squares regression, residuals, influential observations, association vs causation",True,2026-05-09,audited
module_3_contextual_review_001,module_3,Module 3: Producing Data: Sampling and Experiments,producing_data,Producing Data,sampling_bias,core,multiple_choice,A radio host asks listeners to call in with opinions. What is the main problem?,"[{""id"": ""a"", ""text"": ""Voluntary response bias""}, {""id"": ""b"", ""text"": ""Matched pairs""}, {""id"": ""c"", ""text"": ""Random assignment""}, {""id"": ""d"", ""text"": ""Double blinding""}]",a,Voluntary response bias,,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","Sampling questions focus on how the data were produced. Random sampling helps reduce selection bias and supports generalizing to a population, while biased sampling methods can mislead even with a large sample. In this item, **Voluntary response bias** is the best choice because it matches what the question is asking you to identify.","BPS6 Chs. 8-9: sampling, sample design, experiments, random assignment, bias, cautions",audited,chatgpt_template_audit,contextual_review,multiple_choice,exact_choice,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","Ask what object is being described: a variable, a distribution, a sample, a population parameter, or an inference method.",,"Sampling questions focus on how the data were produced. Random sampling helps reduce selection bias and supports generalizing to a population, while biased sampling methods can mislead even with a large sample.","Sampling questions focus on how the data were produced. Random sampling helps reduce selection bias and supports generalizing to a population, while biased sampling methods can mislead even with a large sample. In this item, **Voluntary response bias** is the best choice because it matches what the question is asking you to identify.","Common mistakes include matching on a familiar word instead of checking the variable type, study design, distribution, or inference goal in context.",,,,{},above,False,,audited_template_expansion,"BPS6 Chs. 8-9: sampling, sample design, experiments, random assignment, bias, cautions",True,2026-05-09,audited
module_4_contextual_review_001,module_4,Module 4: Probability Basics,probability_basics,Probability Basics,probability_rules,core,multiple_choice,"If P(A or B) = P(A) + P(B), what must be true?","[{""id"": ""a"", ""text"": ""A and B are independent""}, {""id"": ""b"", ""text"": ""A and B are disjoint""}, {""id"": ""c"", ""text"": ""A causes B""}, {""id"": ""d"", ""text"": ""A is a parameter""}]",b,A and B are disjoint,,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","The key is translating the wording into events. Complements use 1 minus the probability of the opposite event, independence means one event does not change the probability of another, and conditional probability restricts attention to cases where a condition is already true. In this item, **A and B are disjoint** is the best choice because it matches what the question is asking you to identify.","BPS6 Chs. 10 and 12: probability models, rules, independence, random variables",audited,chatgpt_template_audit,contextual_review,multiple_choice,exact_choice,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","Ask what object is being described: a variable, a distribution, a sample, a population parameter, or an inference method.",,"The key is translating the wording into events. Complements use 1 minus the probability of the opposite event, independence means one event does not change the probability of another, and conditional probability restricts attention to cases where a condition is already true.","The key is translating the wording into events. Complements use 1 minus the probability of the opposite event, independence means one event does not change the probability of another, and conditional probability restricts attention to cases where a condition is already true. In this item, **A and B are disjoint** is the best choice because it matches what the question is asking you to identify.","Common mistakes include matching on a familiar word instead of checking the variable type, study design, distribution, or inference goal in context.",,,,{},above,False,,audited_template_expansion,"BPS6 Chs. 10 and 12: probability models, rules, independence, random variables",True,2026-05-09,audited
module_5_contextual_review_001,module_5,Module 5: Normal and Binomial Distributions,normal_dist,Normal Distribution,z_score_interpretation,core,multiple_choice,A z-score of -1.5 means what?,"[{""id"": ""a"", ""text"": ""The value is 1.5 units above the mean""}, {""id"": ""b"", ""text"": ""The value is 1.5 standard deviations below the mean""}, {""id"": ""c"", ""text"": ""The sample size is 1.5""}, {""id"": ""d"", ""text"": ""The p-value is 1.5""}]",b,The value is 1.5 standard deviations below the mean,,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","A z-score standardizes a value by measuring how many standard deviations it is from the mean. A positive z-score is above the mean, a negative z-score is below the mean, and z = 0 is at the mean. In this item, **The value is 1.5 standard deviations below the mean** is the best choice because it matches what the question is asking you to identify.","BPS6 Ch. 3: density curves, Normal distributions, 68-95-99.7 rule, standard Normal z-scores",audited,chatgpt_template_audit,contextual_review,multiple_choice,exact_choice,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","Ask what object is being described: a variable, a distribution, a sample, a population parameter, or an inference method.",,"A z-score standardizes a value by measuring how many standard deviations it is from the mean. A positive z-score is above the mean, a negative z-score is below the mean, and z = 0 is at the mean.","A z-score standardizes a value by measuring how many standard deviations it is from the mean. A positive z-score is above the mean, a negative z-score is below the mean, and z = 0 is at the mean. In this item, **The value is 1.5 standard deviations below the mean** is the best choice because it matches what the question is asking you to identify.","Common mistakes include matching on a familiar word instead of checking the variable type, study design, distribution, or inference goal in context.",,,,{},above,False,,audited_template_expansion,"BPS6 Ch. 3: density curves, Normal distributions, 68-95-99.7 rule, standard Normal z-scores",True,2026-05-09,audited
module_5_contextual_review_002,module_5,Module 5: Normal and Binomial Distributions,binomial_dist,Binomial Distribution,binomial_setting,core,multiple_choice,A binomial count records what?,"[{""id"": ""a"", ""text"": ""The margin of error""}, {""id"": ""b"", ""text"": ""The slope of a regression line""}, {""id"": ""c"", ""text"": ""Number of successes in a fixed number of independent trials""}, {""id"": ""d"", ""text"": ""The mean of a quantitative distribution""}]",c,Number of successes in a fixed number of independent trials,,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","A binomial setting has a fixed number of trials, each trial has success/failure outcomes, trials are independent, and the success probability stays the same. The binomial random variable counts the number of successes. In this item, **Number of successes in a fixed number of independent trials** is the best choice because it matches what the question is asking you to identify.","BPS6 Ch. 13: binomial setting, binomial distributions, probabilities, mean and standard deviation",audited,chatgpt_template_audit,contextual_review,multiple_choice,exact_choice,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","Ask what object is being described: a variable, a distribution, a sample, a population parameter, or an inference method.",,"A binomial setting has a fixed number of trials, each trial has success/failure outcomes, trials are independent, and the success probability stays the same. The binomial random variable counts the number of successes.","A binomial setting has a fixed number of trials, each trial has success/failure outcomes, trials are independent, and the success probability stays the same. The binomial random variable counts the number of successes. In this item, **Number of successes in a fixed number of independent trials** is the best choice because it matches what the question is asking you to identify.","Common mistakes include matching on a familiar word instead of checking the variable type, study design, distribution, or inference goal in context.",,,,{},above,False,,audited_template_expansion,"BPS6 Ch. 13: binomial setting, binomial distributions, probabilities, mean and standard deviation",True,2026-05-09,audited
module_6_contextual_review_001,module_6,Module 6: Sampling Distributions,sampling_dist,Sampling Distributions,parameter_statistic,core,multiple_choice,A poll reports p-hat = 0.54 from 800 sampled voters. What is p-hat?,"[{""id"": ""a"", ""text"": ""A null hypothesis""}, {""id"": ""b"", ""text"": ""An outlier""}, {""id"": ""c"", ""text"": ""A sample statistic""}, {""id"": ""d"", ""text"": ""A population parameter""}]",c,A sample statistic,,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","The correct choice comes from matching the wording of the question to the statistical role being tested. First identify whether the item is asking about a variable, graph, parameter, summary, probability rule, or inference procedure, then choose the option that matches that role. In this item, **A sample statistic** is the best choice because it matches what the question is asking you to identify.","BPS6 Ch. 11: parameters and statistics, sampling distributions, law of large numbers, central limit theorem",audited,chatgpt_template_audit,contextual_review,multiple_choice,exact_choice,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","Ask what object is being described: a variable, a distribution, a sample, a population parameter, or an inference method.",,"The correct choice comes from matching the wording of the question to the statistical role being tested. First identify whether the item is asking about a variable, graph, parameter, summary, probability rule, or inference procedure, then choose the option that matches that role.","The correct choice comes from matching the wording of the question to the statistical role being tested. First identify whether the item is asking about a variable, graph, parameter, summary, probability rule, or inference procedure, then choose the option that matches that role. In this item, **A sample statistic** is the best choice because it matches what the question is asking you to identify.","Common mistakes include matching on a familiar word instead of checking the variable type, study design, distribution, or inference goal in context.",,,,{},above,False,,audited_template_expansion,"BPS6 Ch. 11: parameters and statistics, sampling distributions, law of large numbers, central limit theorem",True,2026-05-09,audited
module_7_contextual_review_001,module_7,Module 7: Confidence Intervals,ci_prop,Confidence Intervals for Proportions,confidence_level,core,multiple_choice,What does 95% confidence describe?,"[{""id"": ""a"", ""text"": ""The p-value""}, {""id"": ""b"", ""text"": ""Probability the sample statistic is random after observing it""}, {""id"": ""c"", ""text"": ""Long-run performance of the interval method""}, {""id"": ""d"", ""text"": ""Probability this exact interval changes""}]",c,Long-run performance of the interval method,,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","A confidence interval estimates a population parameter using a statistic plus or minus a margin of error. The confidence level describes the long-run success rate of the method, not the probability that one fixed interval contains the parameter. In this item, **Long-run performance of the interval method** is the best choice because it matches what the question is asking you to identify.","BPS6 Chs. 14, 16, 20: confidence intervals, margin of error, confidence level, intervals for proportions",audited,chatgpt_template_audit,contextual_review,multiple_choice,exact_choice,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","Ask what object is being described: a variable, a distribution, a sample, a population parameter, or an inference method.",,"A confidence interval estimates a population parameter using a statistic plus or minus a margin of error. The confidence level describes the long-run success rate of the method, not the probability that one fixed interval contains the parameter.","A confidence interval estimates a population parameter using a statistic plus or minus a margin of error. The confidence level describes the long-run success rate of the method, not the probability that one fixed interval contains the parameter. In this item, **Long-run performance of the interval method** is the best choice because it matches what the question is asking you to identify.","Common mistakes include matching on a familiar word instead of checking the variable type, study design, distribution, or inference goal in context.",,,,{},above,False,,audited_template_expansion,"BPS6 Chs. 14, 16, 20: confidence intervals, margin of error, confidence level, intervals for proportions",True,2026-05-09,audited
module_8_contextual_review_001,module_8,Module 8: Hypothesis Testing,ht_foundations,Hypothesis Testing Foundations,p_value_interpretation,core,multiple_choice,A small p-value means what?,"[{""id"": ""a"", ""text"": ""The alternative is proven""}, {""id"": ""b"", ""text"": ""The observed result would be unusual if H0 were true""}, {""id"": ""c"", ""text"": ""H0 has high probability of being true""}, {""id"": ""d"", ""text"": ""The sample size is too small""}]",b,The observed result would be unusual if H0 were true,,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","Hypothesis tests measure how surprising the sample result would be if the null hypothesis were true. A small p-value gives evidence against the null, but conclusions should be stated cautiously and in context. In this item, **The observed result would be unusual if H0 were true** is the best choice because it matches what the question is asking you to identify.","BPS6 Chs. 15-16: hypotheses, p-values, statistical significance, conditions and cautions",audited,chatgpt_template_audit,contextual_review,multiple_choice,exact_choice,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","Ask what object is being described: a variable, a distribution, a sample, a population parameter, or an inference method.",,"Hypothesis tests measure how surprising the sample result would be if the null hypothesis were true. A small p-value gives evidence against the null, but conclusions should be stated cautiously and in context.","Hypothesis tests measure how surprising the sample result would be if the null hypothesis were true. A small p-value gives evidence against the null, but conclusions should be stated cautiously and in context. In this item, **The observed result would be unusual if H0 were true** is the best choice because it matches what the question is asking you to identify.","Common mistakes include matching on a familiar word instead of checking the variable type, study design, distribution, or inference goal in context.",,,,{},above,False,,audited_template_expansion,"BPS6 Chs. 15-16: hypotheses, p-values, statistical significance, conditions and cautions",True,2026-05-09,audited
module_9_contextual_review_001,module_9,Module 9: Uses and Abuses of Tests,uses_abuses_tests,Uses and Abuses of Tests,statistical_vs_practical_significance,core,multiple_choice,A treatment lowers average wait time by 2 seconds with p < 0.001. What else should be considered?,"[{""id"": ""a"", ""text"": ""Whether the effect is practically important""}, {""id"": ""b"", ""text"": ""Whether alpha is the sample mean""}, {""id"": ""c"", ""text"": ""Whether p is greater than 1""}, {""id"": ""d"", ""text"": ""Whether the graph is categorical""}]",a,Whether the effect is practically important,,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","Hypothesis tests measure how surprising the sample result would be if the null hypothesis were true. A small p-value gives evidence against the null, but conclusions should be stated cautiously and in context. In this item, **Whether the effect is practically important** is the best choice because it matches what the question is asking you to identify.","BPS6 Chs. 16 and 22: inference in practice, cautions about confidence intervals and significance tests",audited,chatgpt_template_audit,contextual_review,multiple_choice,exact_choice,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","Ask what object is being described: a variable, a distribution, a sample, a population parameter, or an inference method.",,"Hypothesis tests measure how surprising the sample result would be if the null hypothesis were true. A small p-value gives evidence against the null, but conclusions should be stated cautiously and in context.","Hypothesis tests measure how surprising the sample result would be if the null hypothesis were true. A small p-value gives evidence against the null, but conclusions should be stated cautiously and in context. In this item, **Whether the effect is practically important** is the best choice because it matches what the question is asking you to identify.","Common mistakes include matching on a familiar word instead of checking the variable type, study design, distribution, or inference goal in context.",,,,{},above,False,,audited_template_expansion,"BPS6 Chs. 16 and 22: inference in practice, cautions about confidence intervals and significance tests",True,2026-05-09,audited
module_1_extra_context_practice_001,module_1,"Module 1: Data Types, Graphs, and Descriptive Statistics",descriptive_stats,Descriptive Statistics,center_spread,core,multiple_choice,A biology class measures resting pulse rates and the histogram is roughly symmetric with no strong outliers. Which pair of summaries is most appropriate?,"[{""id"": ""a"", ""text"": ""Correlation and slope""}, {""id"": ""b"", ""text"": ""Mean and standard deviation""}, {""id"": ""c"", ""text"": ""p-value and alpha""}, {""id"": ""d"", ""text"": ""Median and IQR""}]",b,Mean and standard deviation,,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","Extreme values affect some summaries more than others. The mean and standard deviation use the actual sizes of all observations, so outliers and skewness can pull them. The median, quartiles, and IQR are more resistant because they depend more on order or position. In this item, **Mean and standard deviation** is the best choice because it matches what the question is asking you to identify.","BPS6 Ch. 2: mean, median, quartiles, five-number summary, boxplots, outliers, standard deviation",audited,chatgpt_template_audit,extra_context_practice,multiple_choice,exact_choice,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","Ask what object is being described: a variable, a distribution, a sample, a population parameter, or an inference method.",,"Extreme values affect some summaries more than others. The mean and standard deviation use the actual sizes of all observations, so outliers and skewness can pull them. The median, quartiles, and IQR are more resistant because they depend more on order or position.","Extreme values affect some summaries more than others. The mean and standard deviation use the actual sizes of all observations, so outliers and skewness can pull them. The median, quartiles, and IQR are more resistant because they depend more on order or position. In this item, **Mean and standard deviation** is the best choice because it matches what the question is asking you to identify.","Common mistakes include matching on a familiar word instead of checking the variable type, study design, distribution, or inference goal in context.",,,,{},above,False,,audited_template_expansion,"BPS6 Ch. 2: mean, median, quartiles, five-number summary, boxplots, outliers, standard deviation",True,2026-05-09,audited
module_1_extra_context_practice_002,module_1,"Module 1: Data Types, Graphs, and Descriptive Statistics",descriptive_stats,Descriptive Statistics,skewness_outliers,core,multiple_choice,"Apartment rents in a city have many moderate rents and a few extremely expensive luxury apartments. In this right-skewed setting, where is the mean usually located relative to the median?","[{""id"": ""a"", ""text"": ""Farther toward the right tail""}, {""id"": ""b"", ""text"": ""Exactly equal to the median""}, {""id"": ""c"", ""text"": ""It cannot be compared""}, {""id"": ""d"", ""text"": ""Farther toward the left tail""}]",a,Farther toward the right tail,,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","Extreme values affect some summaries more than others. The mean and standard deviation use the actual sizes of all observations, so outliers and skewness can pull them. The median, quartiles, and IQR are more resistant because they depend more on order or position. In this item, **Farther toward the right tail** is the best choice because it matches what the question is asking you to identify.","BPS6 Ch. 2: mean, median, quartiles, five-number summary, boxplots, outliers, standard deviation",audited,chatgpt_template_audit,extra_context_practice,multiple_choice,exact_choice,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","Ask what object is being described: a variable, a distribution, a sample, a population parameter, or an inference method.",,"Extreme values affect some summaries more than others. The mean and standard deviation use the actual sizes of all observations, so outliers and skewness can pull them. The median, quartiles, and IQR are more resistant because they depend more on order or position.","Extreme values affect some summaries more than others. The mean and standard deviation use the actual sizes of all observations, so outliers and skewness can pull them. The median, quartiles, and IQR are more resistant because they depend more on order or position. In this item, **Farther toward the right tail** is the best choice because it matches what the question is asking you to identify.","Common mistakes include matching on a familiar word instead of checking the variable type, study design, distribution, or inference goal in context.",,,,{},above,False,,audited_template_expansion,"BPS6 Ch. 2: mean, median, quartiles, five-number summary, boxplots, outliers, standard deviation",True,2026-05-09,audited
module_1_extra_context_practice_003,module_1,"Module 1: Data Types, Graphs, and Descriptive Statistics",descriptive_stats,Descriptive Statistics,skewness_outliers,core,multiple_choice,"Household wealth has a long right tail because a few households are extremely wealthy. In this right-skewed setting, where is the mean usually located relative to the median?","[{""id"": ""a"", ""text"": ""It cannot be compared""}, {""id"": ""b"", ""text"": ""Exactly equal to the median""}, {""id"": ""c"", ""text"": ""Farther toward the left tail""}, {""id"": ""d"", ""text"": ""Farther toward the right tail""}]",d,Farther toward the right tail,,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","Extreme values affect some summaries more than others. The mean and standard deviation use the actual sizes of all observations, so outliers and skewness can pull them. The median, quartiles, and IQR are more resistant because they depend more on order or position. In this item, **Farther toward the right tail** is the best choice because it matches what the question is asking you to identify.","BPS6 Ch. 2: mean, median, quartiles, five-number summary, boxplots, outliers, standard deviation",audited,chatgpt_template_audit,extra_context_practice,multiple_choice,exact_choice,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","Ask what object is being described: a variable, a distribution, a sample, a population parameter, or an inference method.",,"Extreme values affect some summaries more than others. The mean and standard deviation use the actual sizes of all observations, so outliers and skewness can pull them. The median, quartiles, and IQR are more resistant because they depend more on order or position.","Extreme values affect some summaries more than others. The mean and standard deviation use the actual sizes of all observations, so outliers and skewness can pull them. The median, quartiles, and IQR are more resistant because they depend more on order or position. In this item, **Farther toward the right tail** is the best choice because it matches what the question is asking you to identify.","Common mistakes include matching on a familiar word instead of checking the variable type, study design, distribution, or inference goal in context.",,,,{},above,False,,audited_template_expansion,"BPS6 Ch. 2: mean, median, quartiles, five-number summary, boxplots, outliers, standard deviation",True,2026-05-09,audited
module_1_extra_context_practice_004,module_1,"Module 1: Data Types, Graphs, and Descriptive Statistics",descriptive_stats,Descriptive Statistics,center_spread,core,multiple_choice,A statistics class records quiz scores and the distribution is roughly symmetric. Which pair of summaries is most appropriate?,"[{""id"": ""a"", ""text"": ""Correlation and slope""}, {""id"": ""b"", ""text"": ""p-value and alpha""}, {""id"": ""c"", ""text"": ""Median and IQR""}, {""id"": ""d"", ""text"": ""Mean and standard deviation""}]",d,Mean and standard deviation,,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","Extreme values affect some summaries more than others. The mean and standard deviation use the actual sizes of all observations, so outliers and skewness can pull them. The median, quartiles, and IQR are more resistant because they depend more on order or position. In this item, **Mean and standard deviation** is the best choice because it matches what the question is asking you to identify.","BPS6 Ch. 2: mean, median, quartiles, five-number summary, boxplots, outliers, standard deviation",audited,chatgpt_template_audit,extra_context_practice,multiple_choice,exact_choice,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","Ask what object is being described: a variable, a distribution, a sample, a population parameter, or an inference method.",,"Extreme values affect some summaries more than others. The mean and standard deviation use the actual sizes of all observations, so outliers and skewness can pull them. The median, quartiles, and IQR are more resistant because they depend more on order or position.","Extreme values affect some summaries more than others. The mean and standard deviation use the actual sizes of all observations, so outliers and skewness can pull them. The median, quartiles, and IQR are more resistant because they depend more on order or position. In this item, **Mean and standard deviation** is the best choice because it matches what the question is asking you to identify.","Common mistakes include matching on a familiar word instead of checking the variable type, study design, distribution, or inference goal in context.",,,,{},above,False,,audited_template_expansion,"BPS6 Ch. 2: mean, median, quartiles, five-number summary, boxplots, outliers, standard deviation",True,2026-05-09,audited
module_1_extra_context_practice_005,module_1,"Module 1: Data Types, Graphs, and Descriptive Statistics",data_graphs,Data Types and Graphs,graph_selection,core,multiple_choice,A professor records how many students chose each project topic. Which display should be used to compare counts across the categories?,"[{""id"": ""a"", ""text"": ""Bar chart""}, {""id"": ""b"", ""text"": ""Histogram""}, {""id"": ""c"", ""text"": ""Time plot""}, {""id"": ""d"", ""text"": ""Scatterplot""}]",a,Bar chart,,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","A bar chart is the best match because the values are categories or group labels, and the goal is to compare counts or percents across groups. Histograms are for quantitative measurements grouped into intervals. In this item, **Bar chart** is the best choice because it matches what the question is asking you to identify.","BPS6 Ch. 1: individuals, variables, distributions, bar graphs, histograms, stemplots, time plots",audited,chatgpt_template_audit,extra_context_practice,multiple_choice,exact_choice,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","Ask what object is being described: a variable, a distribution, a sample, a population parameter, or an inference method.",,"A bar chart is the best match because the values are categories or group labels, and the goal is to compare counts or percents across groups. Histograms are for quantitative measurements grouped into intervals.","A bar chart is the best match because the values are categories or group labels, and the goal is to compare counts or percents across groups. Histograms are for quantitative measurements grouped into intervals. In this item, **Bar chart** is the best choice because it matches what the question is asking you to identify.","Common mistakes include matching on a familiar word instead of checking the variable type, study design, distribution, or inference goal in context.",,,,{},above,False,,audited_template_expansion,"BPS6 Ch. 1: individuals, variables, distributions, bar graphs, histograms, stemplots, time plots",True,2026-05-09,audited
module_1_extra_context_practice_006,module_1,"Module 1: Data Types, Graphs, and Descriptive Statistics",descriptive_stats,Descriptive Statistics,skewness_outliers,core,multiple_choice,"Hospital stay lengths have many short stays and a few very long stays. In this right-skewed setting, where is the mean usually located relative to the median?","[{""id"": ""a"", ""text"": ""Exactly equal to the median""}, {""id"": ""b"", ""text"": ""Farther toward the left tail""}, {""id"": ""c"", ""text"": ""Farther toward the right tail""}, {""id"": ""d"", ""text"": ""It cannot be compared""}]",c,Farther toward the right tail,,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","Extreme values affect some summaries more than others. The mean and standard deviation use the actual sizes of all observations, so outliers and skewness can pull them. The median, quartiles, and IQR are more resistant because they depend more on order or position. In this item, **Farther toward the right tail** is the best choice because it matches what the question is asking you to identify.","BPS6 Ch. 2: mean, median, quartiles, five-number summary, boxplots, outliers, standard deviation",audited,chatgpt_template_audit,extra_context_practice,multiple_choice,exact_choice,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","Ask what object is being described: a variable, a distribution, a sample, a population parameter, or an inference method.",,"Extreme values affect some summaries more than others. The mean and standard deviation use the actual sizes of all observations, so outliers and skewness can pull them. The median, quartiles, and IQR are more resistant because they depend more on order or position.","Extreme values affect some summaries more than others. The mean and standard deviation use the actual sizes of all observations, so outliers and skewness can pull them. The median, quartiles, and IQR are more resistant because they depend more on order or position. In this item, **Farther toward the right tail** is the best choice because it matches what the question is asking you to identify.","Common mistakes include matching on a familiar word instead of checking the variable type, study design, distribution, or inference goal in context.",,,,{},above,False,,audited_template_expansion,"BPS6 Ch. 2: mean, median, quartiles, five-number summary, boxplots, outliers, standard deviation",True,2026-05-09,audited
module_1_extra_context_practice_007,module_1,"Module 1: Data Types, Graphs, and Descriptive Statistics",data_graphs,Data Types and Graphs,graph_selection,core,multiple_choice,A survey counts students by favorite coffee drink. Which display should be used to compare counts across the categories?,"[{""id"": ""a"", ""text"": ""Scatterplot""}, {""id"": ""b"", ""text"": ""Time plot""}, {""id"": ""c"", ""text"": ""Histogram""}, {""id"": ""d"", ""text"": ""Bar chart""}]",d,Bar chart,,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","A bar chart is the best match because the values are categories or group labels, and the goal is to compare counts or percents across groups. Histograms are for quantitative measurements grouped into intervals. In this item, **Bar chart** is the best choice because it matches what the question is asking you to identify.","BPS6 Ch. 1: individuals, variables, distributions, bar graphs, histograms, stemplots, time plots",audited,chatgpt_template_audit,extra_context_practice,multiple_choice,exact_choice,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","Ask what object is being described: a variable, a distribution, a sample, a population parameter, or an inference method.",,"A bar chart is the best match because the values are categories or group labels, and the goal is to compare counts or percents across groups. Histograms are for quantitative measurements grouped into intervals.","A bar chart is the best match because the values are categories or group labels, and the goal is to compare counts or percents across groups. Histograms are for quantitative measurements grouped into intervals. In this item, **Bar chart** is the best choice because it matches what the question is asking you to identify.","Common mistakes include matching on a familiar word instead of checking the variable type, study design, distribution, or inference goal in context.",,,,{},above,False,,audited_template_expansion,"BPS6 Ch. 1: individuals, variables, distributions, bar graphs, histograms, stemplots, time plots",True,2026-05-09,audited
module_1_extra_context_practice_008,module_1,"Module 1: Data Types, Graphs, and Descriptive Statistics",data_graphs,Data Types and Graphs,graph_selection,core,multiple_choice,A residence hall records how many students live on each floor. Which display should be used to compare counts across the categories?,"[{""id"": ""a"", ""text"": ""Histogram""}, {""id"": ""b"", ""text"": ""Bar chart""}, {""id"": ""c"", ""text"": ""Scatterplot""}, {""id"": ""d"", ""text"": ""Time plot""}]",b,Bar chart,,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","A bar chart is the best match because the values are categories or group labels, and the goal is to compare counts or percents across groups. Histograms are for quantitative measurements grouped into intervals. In this item, **Bar chart** is the best choice because it matches what the question is asking you to identify.","BPS6 Ch. 1: individuals, variables, distributions, bar graphs, histograms, stemplots, time plots",audited,chatgpt_template_audit,extra_context_practice,multiple_choice,exact_choice,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","Ask what object is being described: a variable, a distribution, a sample, a population parameter, or an inference method.",,"A bar chart is the best match because the values are categories or group labels, and the goal is to compare counts or percents across groups. Histograms are for quantitative measurements grouped into intervals.","A bar chart is the best match because the values are categories or group labels, and the goal is to compare counts or percents across groups. Histograms are for quantitative measurements grouped into intervals. In this item, **Bar chart** is the best choice because it matches what the question is asking you to identify.","Common mistakes include matching on a familiar word instead of checking the variable type, study design, distribution, or inference goal in context.",,,,{},above,False,,audited_template_expansion,"BPS6 Ch. 1: individuals, variables, distributions, bar graphs, histograms, stemplots, time plots",True,2026-05-09,audited
